"ACWR.action","FEMI.action","HOMU.action","PLER.action","SACO.action","URLI.action","treatment.initial","ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome","state_idx"
0,0,0,1,0,0,"dry",0,0,0,855.75979903007,0,0,8
0,1,1,1,0,0,"wet",0,3742.9676508044,0,0,0,0,14
0,0,0,0,1,0,"wet",0,0,0,0,8614.48470697596,0,16
1,0,0,0,1,0,"wet",2953.3891618733,0,0,0,8391.21142810233,0,17
0,1,0,0,1,0,"wet",0,2701.35187468276,0,0,4176.34574853526,0,18
1,0,0,1,1,0,"dry",0,0,0,387.177162777096,4877.09164380973,0,25
1,0,0,0,0,1,"wet",10074.5859884317,0,0,0,0,69.2863079044862,33
0,1,1,0,0,1,"dry",0,2441.95832048756,0,0,0,3600.73608868887,38
1,0,0,0,1,1,"dry",0,0,0,0,5072.11153581888,0,49
1,0,0,1,0,0,"dry",5487.54449852134,0,0,283.560254190435,0,0,9
