"ACWR.action","FEMI.action","HOMU.action","PLER.action","SACO.action","URLI.action","treatment.initial","ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome","state_idx"
1,1,1,0,1,0,"dry",0,0,0,0,5072.11153581888,0,23
1,0,1,1,1,0,"wet",2953.3891618733,0,0,0,8391.21142810233,0,29
0,1,1,1,1,0,"dry",0,0,0,387.177162777096,4877.09164380973,0,30
1,1,1,0,0,1,"dry",5357.77775471681,0,0,0,0,3267.30581840922,39
1,0,1,1,0,1,"dry",4922.35590061265,0,0,278.821257961259,0,3027.14141695288,45
1,1,0,0,1,1,"dry",0,0,0,0,5072.11153581888,0,51
0,1,1,0,1,1,"dry",0,0,0,0,5072.11153581888,0,54
1,1,0,1,1,1,"dry",0,0,0,387.177162777096,4877.09164380973,0,59
1,0,1,1,1,1,"wet",2953.38916187329,0,0,0,8391.21142810233,0,61
1,1,1,1,1,1,"dry",0,0,0,387.177162777096,4877.09164380973,0,63
