"V1","V2","V3","V4","V5","V6"
0,0,0,0,0,0
0,4756.96948478254,0,0,0,0
7018.3474699992,386.908100883564,0,0,0,0
0,0,1502.20699999997,0,0,0
0,4756.96948478254,20.5059871815531,0,0,0
7018.34746999916,386.908100883596,0,0,0,0
0,0,0,821.593074706439,0,0
0,6341.40649094906,0,0,0,0
6423.20381559745,311.890381321031,0,124.874353570168,0,0
0,0,240.507383403042,821.593074706445,0,0
0,6341.40649094898,208.869821882834,0,0,0
6423.20381559747,311.890381321068,0,124.874353570155,0,0
0,0,0,0,5970.29238719022,0
300.209730502387,0,0,0,5970.29238719022,0
0,1246.77100059844,0,0,5142.32167764288,0
0,1926.66970241798,0,0,4690.80635502498,0
0,0,291.084848006974,0,5970.29238719022,0
300.209730502389,0,226.36032391564,0,5970.29238719022,0
0,1246.77100059844,70.7011378907952,0,5142.32167764288,0
0,1926.66970241795,79.2179499844618,0,4690.80635502497,0
0,0,0,444.324301834826,4715.73633687565,0
0,0,0,556.410892149311,4399.25823865441,0
0,0,0,482.386306365515,4741.87470508554,0
0,1581.59206602873,0,275.143904857858,4143.09690129666,0
0,0,0,444.324301834821,4715.73633687566,0
0,0,0,556.410892149309,4399.25823865441,0
0,0,0,482.386306365502,4741.87470508554,0
0,1581.59206602871,0,275.143904857858,4143.09690129667,0
0,0,0,0,0,5134.17605664885
6872.86959981429,0,0,0,0,1952.25456408902
0,4244.49590684989,0,0,0,1085.63764686606
12171.5133048307,0,0,0,0,3984.84990501582
0,0,51123.6131423908,0,0,5134.17605664865
6872.86959981426,0,18888.8183906137,0,0,1952.25456408898
0,4244.49590684944,10672.7333985462,0,0,1085.63764686645
12171.5133048422,0,38856.1500999767,0,0,3984.8499050201
0,0,0,774.09276783592,0,3334.67193605841
5435.68075362481,0,0,255.852919941816,0,2022.85600867379
0,5652.09781819868,0,0,0,471.026121956402
6289.10629064801,0,0,1826.97702316204,0,6169.25958000467
0,0,32542.7933216074,774.092767836743,0,3334.67193605638
5435.68075361878,0,19488.123540377,255.852919942881,0,2022.85600867401
0,5652.09781819297,4775.04265016387,0,0,471.026121958996
6289.10629063311,0,59641.8064701124,1826.97702317199,0,6169.25958002303
0,0,0,0,5970.29238719022,186.167361358017
282.113988458923,0,0,0,5970.29238719022,55.5574974296387
0,1666.62280265578,0,0,4863.50143375905,0
0,2432.8255206038,0,0,4354.67230015551,0
0,0,2090.37769392336,0,5970.29238719021,186.167361358025
282.113988458922,0,767.220549369842,0,5970.29238719022,55.5574974296551
0,1666.62280265611,0,0,4863.50143375882,0
0,2432.82552060445,0,0,4354.67230015508,0
0,0,0,440.773862263837,4725.76105401731,192.949276127099
0,0,0,579.75780753107,4333.33788762383,735.581686874634
0,0,0,866.055853019803,5079.22875974665,1143.74176414777
0,1471.31583646692,0,297.253586668373,4153.90346437645,78.7157623952189
0,0,1731.50239771289,440.7738622639,4725.76105401716,192.949276127097
0,0,7093.87411096678,579.757807531389,4333.33788762291,735.581686874982
0,0,10925.0337741378,866.055853022833,5079.22875974787,1143.74176415375
0,1471.31583646639,729.830213532696,297.253586668511,4153.90346437642,78.715762395499
7508.74228359858,0,0,0,0,0
7508.74228359858,0,0,0,0,0
6536.08128090023,0,0,175.971835681115,0,0
6536.08128090028,0,0,175.971835681106,0,0
