"ACWR.action","FEMI.action","HOMU.action","PLER.action","SACO.action","URLI.action","treatment.initial","ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome","state_idx"
0,1,0,0,0,0,"wet",0,3742.9676508044,0,0,0,0,2
1,1,0,0,1,0,"dry",0,0,0,0,5072.11153581888,0,19
0,0,0,0,0,1,"dry",0,0,0,0,0,3936.44733681903,32
1,1,0,0,0,1,"dry",5357.77775471681,0,0,0,0,3267.30581840922,35
1,0,1,0,0,1,"dry",5357.77775471681,0,0,0,0,3267.30581840922,37
0,1,1,0,0,1,"wet",0,3742.9676508044,0,0,0,0,38
0,1,1,0,1,1,"dry",0,0,0,0,5072.11153581888,0,54
0,0,0,1,1,1,"dry",0,0,0,387.177162777096,4877.09164380973,0,56
0,1,1,1,1,1,"wet",0,2701.35187468276,0,0,4176.34574853526,0,62
1,1,1,1,1,1,"wet",0,2701.35187468275,0,0,4176.34574853526,0,63
