"ACRU.action","ACSA.action","BEAL.action","FAGR.action","TSCA.action","FRAM.action","PIST.action","PRSE.action","QURU.action","environment.initial","ACRU.outcome","ACSA.outcome","BEAL.outcome","FAGR.outcome","TSCA.outcome","FRAM.outcome","PIST.outcome","PRSE.outcome","QURU.outcome","state_idx"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,307,256
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,299,0,128
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,162,0,128
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306,0,128
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,279,103,384
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,231,16,384
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,177,94,384
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,242,0,0,64
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,206,0,0,64
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,297,0,151,320
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,280,0,74,320
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,168,0,22,320
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,135,163,0,192
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,94,216,0,192
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,200,167,0,192
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,140,157,9,448
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,182,99,46,448
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,169,149,79,448
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,194,0,0,0,32
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,163,0,0,0,32
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9,0,0,266,288
