"V1","V2","V3","V4","V5","V6"
0,0.0807855206137869,0,0,0,0
0,0.0807855206137869,0,0,0,0
0,0.0807855206137869,0,0,0,0
0,0,0.012432940062802,0,0,0
0,0,0.012432940062802,0,0,0
0,0,0.012432940062802,0,0,0
0,0.0481589997457223,0.00249612590583553,0.00641134385397471,0.035896297838385,0
0,0.0481589997457223,0.00249612590583553,0.00641134385397471,0.035896297838385,0
0,0.0481589997457223,0.00249612590583553,0.00641134385397471,0.035896297838385,0
0,0.0462054214252488,0.00328336633912647,0.00374556890937744,0.013220895180366,0.0121034504108906
0,0.0462054214252488,0.00328336633912647,0.00374556890937744,0.013220895180366,0.0121034504108906
0,0.0462054214252488,0.00328336633912647,0.00374556890937744,0.013220895180366,0.0121034504108906
0,0.0505576861480642,0.00351619060736306,0.00532359952137634,0,0.0129101032570273
0,0.0505576861480642,0.00351619060736306,0.00532359952137634,0,0.0129101032570273
0,0.0505576861480642,0.00351619060736306,0.00532359952137634,0,0.0129101032570273
0,0.0605124281722229,0.00261367154762256,0,0,0.043353553796237
0,0.0605124281722229,0.00261367154762256,0,0,0.043353553796237
0,0.0605124281722229,0.00261367154762256,0,0,0.043353553796237
0,0.0897459621860038,0,0.0367777342658748,0,0
0,0.0897459621860038,0,0.0367777342658748,0,0
0,0.0897459621860038,0,0.0367777342658748,0,0
0,0.0619001229162903,0.00304901684911655,0.0117934785240831,0,0
0,0.0619001229162903,0.00304901684911655,0.0117934785240831,0,0
0,0.0619001229162903,0.00304901684911655,0.0117934785240831,0,0
0,0.0628102182068986,0,0.0249512494206811,0.0219309690738745,0.028199158939036
0,0.0628102182068986,0,0.0249512494206811,0.0219309690738745,0.028199158939036
0,0.0628102182068986,0,0.0249512494206811,0.0219309690738745,0.028199158939036
0,0.071606083060908,0,0,0.0201220815662617,0
0,0.071606083060908,0,0,0.0201220815662617,0
0,0.071606083060908,0,0,0.0201220815662617,0
0,0.00861284146586576,0.00801858202241341,0,0.0327707119029316,0
0,0.00861284146586576,0.00801858202241341,0,0.0327707119029316,0
0,0.00861284146586576,0.00801858202241341,0,0.0327707119029316,0
0,0.0523436213334804,0,0,0,0.0570855950564184
0,0.0523436213334804,0,0,0,0.0570855950564184
0,0.0523436213334804,0,0,0,0.0570855950564184
0,0.0979938909547003,0,0.0347331003329778,0,0
0,0.0979938909547003,0,0.0347331003329778,0,0
0,0.0979938909547003,0,0.0347331003329778,0,0
0,0,0.01146549291341,0,0,0
0,0,0.01146549291341,0,0,0
0,0,0.01146549291341,0,0,0
0,0,0,2.53571200790797,0,0
0,0,0,2.53571200790797,0,0
0,0,0,2.53571200790797,0,0
0,0,0.00174094389323533,0.0130479873271408,0.0477689430009983,0.0487255567384204
0,0,0.00174094389323533,0.0130479873271408,0.0477689430009983,0.0487255567384204
0,0,0.00174094389323533,0.0130479873271408,0.0477689430009983,0.0487255567384204
0,0,0.00866332264557301,0,0.0383027251280631,0
0,0,0.00866332264557301,0,0.0383027251280631,0
0,0,0.00866332264557301,0,0.0383027251280631,0
0,0,0,0,0,0.115243260616762
0,0,0,0,0,0.115243260616762
0,0,0,0,0,0.115243260616762
0,0,0,0.0923147033837304,0,0
0,0,0,0.0923147033837304,0,0
0,0,0,0.0923147033837304,0,0
0,0,0,0.0154816587021564,0.128037916392828,0
0,0,0,0.0154816587021564,0.128037916392828,0
0,0,0,0.0154816587021564,0.128037916392828,0
0,0,0,0.042410720130832,0,0.0917694424155062
0,0,0,0.042410720130832,0,0.0917694424155062
0,0,0,0.042410720130832,0,0.0917694424155062
0,0,0,0,0.111248708043316,0
0,0,0,0,0.111248708043316,0
0,0,0,0,0.111248708043316,0
0,0,0,0,0,0.161762304852816
0,0,0,0,0,0.161762304852816
0,0,0,0,0,0.161762304852816
0,0,0,0,0,0.102861700316094
0,0,0,0,0,0.102861700316094
0,0,0,0,0,0.102861700316094
0,0.0965704813323437,0,0,0,0.114660769340741
0,0.0965704813323437,0,0,0,0.114660769340741
0,0.0965704813323437,0,0,0,0.114660769340741
0.0190643328662991,0,0,0,0,0.289888730155507
0.0190643328662991,0,0,0,0,0.289888730155507
0.0190643328662991,0,0,0,0,0.289888730155507
0,0,0.00216049969052303,0.0248109226913461,0,0.0691250761582258
0,0,0.00216049969052303,0.0248109226913461,0,0.0691250761582258
0,0,0.00216049969052303,0.0248109226913461,0,0.0691250761582258
0,0,0,0.0241844140674421,0.0573524875674907,0.0619976961969844
0,0,0,0.0241844140674421,0.0573524875674907,0.0619976961969844
0,0,0,0.0241844140674421,0.0573524875674907,0.0619976961969844
0,0,5.92756794192892e-05,0,0,0.138853789641347
0,0,5.92756794192892e-05,0,0,0.138853789641347
0,0,5.92756794192892e-05,0,0,0.138853789641347
0.00809856085715846,0,0,0,0,0
0.00809856085715846,0,0,0,0,0
0.00809856085715846,0,0,0,0,0
0,0.107849733285343,0,0,0,0
0,0.107849733285343,0,0,0,0
0,0.107849733285343,0,0,0,0
0.00502030024897829,0.0328255497163896,0,0.0841195396457812,0,0
0.00502030024897829,0.0328255497163896,0,0.0841195396457812,0,0
0.00502030024897829,0.0328255497163896,0,0.0841195396457812,0,0
0.00236291697248004,0,0,0.0238526936620433,0.146614023526468,0
0.00236291697248004,0,0,0.0238526936620433,0.146614023526468,0
0.00236291697248004,0,0,0.0238526936620433,0.146614023526468,0
0.00302623587204621,0,0,0.0174866318136442,0.0818970814345928,0.051133921006716
0.00302623587204621,0,0,0.0174866318136442,0.0818970814345928,0.051133921006716
0.00302623587204621,0,0,0.0174866318136442,0.0818970814345928,0.051133921006716
0.00428204528035903,0,0.000418296076527455,0.036365544421977,0,0.074066193445412
0.00428204528035903,0,0.000418296076527455,0.036365544421977,0,0.074066193445412
0.00428204528035903,0,0.000418296076527455,0.036365544421977,0,0.074066193445412
0,0.132809090091403,0.00013549053954148,0,0,0
0,0.132809090091403,0.00013549053954148,0,0,0
0,0.132809090091403,0.00013549053954148,0,0,0
0.000381952386755782,0.0572788960778048,0.00187461096036067,0,0,0.0627494640769664
0.000381952386755782,0.0572788960778048,0.00187461096036067,0,0,0.0627494640769664
0.000381952386755782,0.0572788960778048,0.00187461096036067,0,0,0.0627494640769664
0.000797528506968482,0.0312347121731178,0.00117752681547864,0,0,0.0535302773126129
0.000797528506968482,0.0312347121731178,0.00117752681547864,0,0,0.0535302773126129
0.000797528506968482,0.0312347121731178,0.00117752681547864,0,0,0.0535302773126129
0,0.0820344619631048,0,0.0233741731318901,0.0377303744197796,0
0,0.0820344619631048,0,0.0233741731318901,0.0377303744197796,0
0,0.0820344619631048,0,0.0233741731318901,0.0377303744197796,0
0.00260377499438452,0,0,0.0178873732166914,0.0732624294702238,0.047445464477086
0.00260377499438452,0,0,0.0178873732166914,0.0732624294702238,0.047445464477086
0.00260377499438452,0,0,0.0178873732166914,0.0732624294702238,0.047445464477086
0.00820669257767602,0,0,0.04760988002298,0,0.117256860626724
0.00820669257767602,0,0,0.04760988002298,0,0.117256860626724
0.00820669257767602,0,0,0.04760988002298,0,0.117256860626724
0.00600599974815096,0,0,0,0.07726877999454,0.102593314658908
0.00600599974815096,0,0,0,0.07726877999454,0.102593314658908
0.00600599974815096,0,0,0,0.07726877999454,0.102593314658908
0.00868043518534872,0,0.00384258374974714,0,0,0
0.00868043518534872,0,0.00384258374974714,0,0,0
0.00868043518534872,0,0.00384258374974714,0,0,0
0.00305851552310939,0,0,0.0184639070982805,0.116705551002387,0
0.00305851552310939,0,0,0.0184639070982805,0.116705551002387,0
0.00305851552310939,0,0,0.0184639070982805,0.116705551002387,0
0.00404352681480322,0,0.000683459637276335,0.0103971746594436,0.0614987094394858,0.0181593869086065
0.00404352681480322,0,0.000683459637276335,0.0103971746594436,0.0614987094394858,0.0181593869086065
0.00404352681480322,0,0.000683459637276335,0.0103971746594436,0.0614987094394858,0.0181593869086065
0.00491931628701694,0,0.00102068167594709,0.0256991485519216,0,0.0390717229693335
0.00491931628701694,0,0.00102068167594709,0.0256991485519216,0,0.0390717229693335
0.00491931628701694,0,0.00102068167594709,0.0256991485519216,0,0.0390717229693335
0.0285114659668852,0,0.00176786563300953,0,0.446703957921201,0
0.0285114659668852,0,0.00176786563300953,0,0.446703957921201,0
0.0285114659668852,0,0.00176786563300953,0,0.446703957921201,0
0.00825119045365774,0,0,0.0399218425492365,0,0
0.00825119045365774,0,0,0.0399218425492365,0,0
0.00825119045365774,0,0,0.0399218425492365,0,0
0.00437718499752147,0,0,0.0111591565664411,0.0889240641384743,0
0.00437718499752147,0,0,0.0111591565664411,0.0889240641384743,0
0.00437718499752147,0,0,0.0111591565664411,0.0889240641384743,0
0.00125713466848206,0,0,0.0212571916755209,0.0598112535497619,0.0499882507776279
0.00125713466848206,0,0,0.0212571916755209,0.0598112535497619,0.0499882507776279
0.00125713466848206,0,0,0.0212571916755209,0.0598112535497619,0.0499882507776279
0.00508111465633864,0,0,0,0.0712860659440192,0
0.00508111465633864,0,0,0,0.0712860659440192,0
0.00508111465633864,0,0,0,0.0712860659440192,0
0.00729646181464647,0,0.00291003474890367,0,0.0293597386961459,0
0.00729646181464647,0,0.00291003474890367,0,0.0293597386961459,0
0.00729646181464647,0,0.00291003474890367,0,0.0293597386961459,0
0,0,0,0,0,0.142782104620479
0,0,0,0,0,0.142782104620479
0,0,0,0,0,0.142782104620479
