Location: Fake forest
From parameter file: C:\Users\ben\Desktop\inputs\input_GMF_0-1-0-0-0-0-0-0-0.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ACRU	Sdl Abs Den: ACSA	Sdl Abs Den: BEAL	Sdl Abs Den: FAGR	Sdl Abs Den: TSCA	Sdl Abs Den: FRAM	Sdl Abs Den: PIST	Sdl Abs Den: PRSE	Sdl Abs Den: QURU	Sdl Den Total:	Sapl Abs BA: ACRU	Sapl Abs BA: ACSA	Sapl Abs BA: BEAL	Sapl Abs BA: FAGR	Sapl Abs BA: TSCA	Sapl Abs BA: FRAM	Sapl Abs BA: PIST	Sapl Abs BA: PRSE	Sapl Abs BA: QURU	Sapl BA Total:	Sapl Rel BA: ACRU	Sapl Rel BA: ACSA	Sapl Rel BA: BEAL	Sapl Rel BA: FAGR	Sapl Rel BA: TSCA	Sapl Rel BA: FRAM	Sapl Rel BA: PIST	Sapl Rel BA: PRSE	Sapl Rel BA: QURU	Sapl Abs Den: ACRU	Sapl Abs Den: ACSA	Sapl Abs Den: BEAL	Sapl Abs Den: FAGR	Sapl Abs Den: TSCA	Sapl Abs Den: FRAM	Sapl Abs Den: PIST	Sapl Abs Den: PRSE	Sapl Abs Den: QURU	Sapl Den Total:	Sapl Rel Den: ACRU	Sapl Rel Den: ACSA	Sapl Rel Den: BEAL	Sapl Rel Den: FAGR	Sapl Rel Den: TSCA	Sapl Rel Den: FRAM	Sapl Rel Den: PIST	Sapl Rel Den: PRSE	Sapl Rel Den: QURU	Adult Abs BA: ACRU	Adult Abs BA: ACSA	Adult Abs BA: BEAL	Adult Abs BA: FAGR	Adult Abs BA: TSCA	Adult Abs BA: FRAM	Adult Abs BA: PIST	Adult Abs BA: PRSE	Adult Abs BA: QURU	Adult BA Total:	Adult Rel BA: ACRU	Adult Rel BA: ACSA	Adult Rel BA: BEAL	Adult Rel BA: FAGR	Adult Rel BA: TSCA	Adult Rel BA: FRAM	Adult Rel BA: PIST	Adult Rel BA: PRSE	Adult Rel BA: QURU	Adult Abs Den: ACRU	Adult Abs Den: ACSA	Adult Abs Den: BEAL	Adult Abs Den: FAGR	Adult Abs Den: TSCA	Adult Abs Den: FRAM	Adult Abs Den: PIST	Adult Abs Den: PRSE	Adult Abs Den: QURU	Adult Den Total:	Adult Rel Den: ACRU	Adult Rel Den: ACSA	Adult Rel Den: BEAL	Adult Rel Den: FAGR	Adult Rel Den: TSCA	Adult Rel Den: FRAM	Adult Rel Den: PIST	Adult Rel Den: PRSE	Adult Rel Den: QURU	Snag Abs BA: ACRU	Snag Abs BA: ACSA	Snag Abs BA: BEAL	Snag Abs BA: FAGR	Snag Abs BA: TSCA	Snag Abs BA: FRAM	Snag Abs BA: PIST	Snag Abs BA: PRSE	Snag Abs BA: QURU	Snag BA Total:	Snag Rel BA: ACRU	Snag Rel BA: ACSA	Snag Rel BA: BEAL	Snag Rel BA: FAGR	Snag Rel BA: TSCA	Snag Rel BA: FRAM	Snag Rel BA: PIST	Snag Rel BA: PRSE	Snag Rel BA: QURU	Snag Abs Den: ACRU	Snag Abs Den: ACSA	Snag Abs Den: BEAL	Snag Abs Den: FAGR	Snag Abs Den: TSCA	Snag Abs Den: FRAM	Snag Abs Den: PIST	Snag Abs Den: PRSE	Snag Abs Den: QURU	Snag Den Total:	Snag Rel Den: ACRU	Snag Rel Den: ACSA	Snag Rel Den: BEAL	Snag Rel Den: FAGR	Snag Rel Den: TSCA	Snag Rel Den: FRAM	Snag Rel Den: PIST	Snag Rel Den: PRSE	Snag Rel Den: QURU
26	0	0	49	0	0	0	0	0	0	0	49	0	0.029725	0	0	0	0	0	0	0	0.029725	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	5.05821	0	0	0	0	0	0	0	5.05821	0	1	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	0	0	50	0	0	0	0	0	0	0	50	0	0.00227473	0	0	0	0	0	0	0	0.00227473	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	5.65932	0	0	0	0	0	0	0	5.65932	0	1	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	25	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	0	0	57	0	0	0	0	0	0	0	57	0	0.00173432	0	0	0	0	0	0	0	0.00173432	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	6.18003	0	0	0	0	0	0	0	6.18003	0	1	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	0	0	60	0	0	0	0	0	0	0	60	0	0.00624534	0	0	0	0	0	0	0	0.00624534	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	6.77439	0	0	0	0	0	0	0	6.77439	0	1	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	0	0	71	0	0	0	0	0	0	0	71	0	0.0206948	0	0	0	0	0	0	0	0.0206948	0	1	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	14	0	1	0	0	0	0	0	0	0	0	7.36135	0	0	0	0	0	0	0	7.36135	0	1	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	0	0	70	0	0	0	0	0	0	0	70	0	0.0237696	0	0	0	0	0	0	0	0.0237696	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	7.9842	0	0	0	0	0	0	0	7.9842	0	1	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	26	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	0	0	74	0	0	0	0	0	0	0	74	0	0.0251894	0	0	0	0	0	0	0	0.0251894	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	8.22619	0	0	0	0	0	0	0	8.22619	0	1	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	27	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	0	0	84	0	0	0	0	0	0	0	84	0	0.02615	0	0	0	0	0	0	0	0.02615	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	8.49221	0	0	0	0	0	0	0	8.49221	0	1	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	27	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	0	0	77	0	0	0	0	0	0	0	77	0	0.0168487	0	0	0	0	0	0	0	0.0168487	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	8.50782	0	0	0	0	0	0	0	8.50782	0	1	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	0	0	83	0	0	0	0	0	0	0	83	0	0.0186739	0	0	0	0	0	0	0	0.0186739	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	8.75797	0	0	0	0	0	0	0	8.75797	0	1	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	0	0	84	0	0	0	0	0	0	0	84	0	0.0299743	0	0	0	0	0	0	0	0.0299743	0	1	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	15	0	1	0	0	0	0	0	0	0	0	8.74323	0	0	0	0	0	0	0	8.74323	0	1	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	0	0	96	0	0	0	0	0	0	0	96	0	0.0200717	0	0	0	0	0	0	0	0.0200717	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	9.14805	0	0	0	0	0	0	0	9.14805	0	1	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	32	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	0	0	95	0	0	0	0	0	0	0	95	0	0.0179244	0	0	0	0	0	0	0	0.0179244	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	17	0	1	0	0	0	0	0	0	0	0	9.84334	0	0	0	0	0	0	0	9.84334	0	1	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	33	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
